CUIT_Empresa;Nombre_Empresa;Nro_Documento;Persona;Clave_Referencia;Fecha_Comprobante;Origen;Tipo_Cliente;Importe_Neto
30572968010;ELECTROINGENIERIA S.A.;;;223719;28/03/2011;OLA;Corporativo;1702,75
30707280618;GESTAMP CORDOBA S.A;;;210469;28/03/2011;OLA;Corporativo;-2808
30707280618;GESTAMP CORDOBA S.A;;;210469;31/01/2011;OLA;Corporativo;6128
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;208879;28/03/2011;OLA;Corporativo;-3213,34
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;208879;25/01/2011;OLA;Corporativo;10017,45
30705083149;GESTAMP ARGENTINA S.A;;;224012;28/03/2011;OLA;Corporativo;495,44
30705083149;GESTAMP ARGENTINA S.A;;;223991;28/03/2011;OLA;Corporativo;495,44
30705083149;GESTAMP ARGENTINA S.A;;;222959;28/03/2011;OLA;Corporativo;1039,68
30711238200;GRUPO ELING SA;;;223012;28/03/2011;OLA;Corporativo;999,28
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;222685;28/03/2011;OLA;Corporativo;1335,06
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;222686;28/03/2011;OLA;Corporativo;788,15
30591831166;IERAL;;;223416;28/03/2011;OLA;Corporativo;447,08
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222907;28/03/2011;OLA;Corporativo;1148,69
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;223819;28/03/2011;OLA;Corporativo;3049,23
30711238200;GRUPO ELING SA;;;223933;28/03/2011;OLA;Corporativo;915,25
30572968010;ELECTROINGENIERIA S.A.;;;224215;28/03/2011;OLA;Corporativo;481
30572968010;ELECTROINGENIERIA S.A.;;;223243;28/03/2011;OLA;Corporativo;1006,41
30572968010;ELECTROINGENIERIA S.A.;;;223014;28/03/2011;OLA;Corporativo;521,27
30653139507;SECRETARíA GENERAL DE LA GOBER;;;224145;28/03/2011;OLA;Corporativo;796,92
30591831166;IERAL;;;223206;28/03/2011;OLA;Corporativo;839
30591831166;IERAL;;;223225;28/03/2011;OLA;Corporativo;796
30711238200;GRUPO ELING SA;;;223938;28/03/2011;OLA;Corporativo;1247,34
30711238200;GRUPO ELING SA;;;224104;28/03/2011;OLA;Corporativo;488
30572968010;ELECTROINGENIERIA S.A.;;;223421;28/03/2011;OLA;Corporativo;681,28
30711238200;GRUPO ELING SA;;;224178;28/03/2011;OLA;Corporativo;896,71
30572968010;ELECTROINGENIERIA S.A.;;;223951;28/03/2011;OLA;Corporativo;592,91
30709759457;COREBI S.A;;;223617;28/03/2011;OLA;Corporativo;553
30572968010;ELECTROINGENIERIA S.A.;;;223986;28/03/2011;OLA;Corporativo;1498,68
30572968010;ELECTROINGENIERIA S.A.;;;223010;28/03/2011;OLA;Corporativo;2629,43
30711238200;GRUPO ELING SA;;;221179;28/03/2011;OLA;Corporativo;16503,78
30572968010;ELECTROINGENIERIA S.A.;;;223513;28/03/2011;OLA;Corporativo;4622,32
33700845759;GEANT ARGENTINA SA;;;223353;28/03/2011;OLA;Corporativo;4310,82
30711238200;GRUPO ELING SA;;;222811;28/03/2011;OLA;Corporativo;19742,91
30711238200;GRUPO ELING SA;;;222820;28/03/2011;OLA;Corporativo;19742,91
30501601213;SUC. DE ALFREDO WILLINER S.A;;;224093;28/03/2011;OLA;Corporativo;0,01
30707779779;MIKOS S.A.;;;223771;28/03/2011;OLA;Corporativo;466,69
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222828;28/03/2011;OLA;Corporativo;233,81
30591831166;IERAL;;;223011;28/03/2011;OLA;Corporativo;477,62
30591831166;IERAL;;;224151;28/03/2011;OLA;Corporativo;105
30710540086;CONSORCIO DE COOPERACIóN;;;224119;28/03/2011;OLA;Corporativo;189,14
30711238200;GRUPO ELING SA;;;220994;28/03/2011;OLA;Corporativo;0,01
30711238200;GRUPO ELING SA;;;220994;14/03/2011;OLA;Corporativo;745,9
30711238200;GRUPO ELING SA;;;220994;15/03/2011;OLA;Corporativo;0,01
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;223846;28/03/2011;OLA;Corporativo;200,95
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;223648;28/03/2011;OLA;Corporativo;245,29
30591831166;IERAL;;;223476;28/03/2011;OLA;Corporativo;500,58
30572968010;ELECTROINGENIERIA S.A.;;;223816;28/03/2011;OLA;Corporativo;2785,7
30707280618;GESTAMP CORDOBA S.A;;;223611;28/03/2011;OLA;Corporativo;170,0328
30695379613;FUNDACION INSTITUTO UNIVERSITARIO ITALIANO DE ROSARIO;;;223855;28/03/2011;OLA;Corporativo;1147,52
30707452575;VALVTRONIC S.A.;;;223852;29/03/2011;OLA;Corporativo;367,94
30708982608;SOL LINEAS AEREAS;;;216296;15/03/2011;OLA;Corporativo;0
30708982608;SOL LINEAS AEREAS;;;216296;24/02/2011;OLA;Corporativo;531,18
30708982608;SOL LINEAS AEREAS;;;218649;02/03/2011;OLA;Corporativo;5672
30708982608;SOL LINEAS AEREAS;;;218786;02/03/2011;OLA;Corporativo;2026
30708982608;SOL LINEAS AEREAS;;;218657;02/03/2011;OLA;Corporativo;6614,79
30708982608;SOL LINEAS AEREAS;;;218815;02/03/2011;OLA;Corporativo;349,1
30708982608;SOL LINEAS AEREAS;;;218859;02/03/2011;OLA;Corporativo;1047,3
30708982608;SOL LINEAS AEREAS;;;219063;03/03/2011;OLA;Corporativo;0
30708982608;SOL LINEAS AEREAS;;;218980;03/03/2011;OLA;Corporativo;1013
30708982608;SOL LINEAS AEREAS;;;219051;03/03/2011;OLA;Corporativo;1491
30708982608;SOL LINEAS AEREAS;;;219202;03/03/2011;OLA;Corporativo;1822
30708982608;SOL LINEAS AEREAS;;;214662;03/03/2011;OLA;Corporativo;-540
30708982608;SOL LINEAS AEREAS;;;214662;14/02/2011;OLA;Corporativo;558,1
30708982608;SOL LINEAS AEREAS;;;214725;03/03/2011;OLA;Corporativo;-1080
30708982608;SOL LINEAS AEREAS;;;214725;14/02/2011;OLA;Corporativo;1116,2
30708982608;SOL LINEAS AEREAS;;;218986;03/03/2011;OLA;Corporativo;1822
30708982608;SOL LINEAS AEREAS;;;219163;03/03/2011;OLA;Corporativo;911
30708982608;SOL LINEAS AEREAS;;;219048;03/03/2011;OLA;Corporativo;8805
30708982608;SOL LINEAS AEREAS;;;218411;11/03/2011;OLA;Corporativo;2026
30708982608;SOL LINEAS AEREAS;;;218411;01/03/2011;OLA;Corporativo;52883
30708982608;SOL LINEAS AEREAS;;;220824;14/03/2011;OLA;Corporativo;3644
30708982608;SOL LINEAS AEREAS;;;220827;14/03/2011;OLA;Corporativo;2733
30708982608;SOL LINEAS AEREAS;;;218398;01/03/2011;OLA;Corporativo;4256,04
30708982608;SOL LINEAS AEREAS;;;219926;04/03/2011;OLA;Corporativo;5263,65
30708982608;SOL LINEAS AEREAS;;;219285;04/03/2011;OLA;Corporativo;2430
30708982608;SOL LINEAS AEREAS;;;219286;04/03/2011;OLA;Corporativo;709
30708982608;SOL LINEAS AEREAS;;;219453;04/03/2011;OLA;Corporativo;709
30708982608;SOL LINEAS AEREAS;;;219477;04/03/2011;OLA;Corporativo;709
30708982608;SOL LINEAS AEREAS;;;219289;04/03/2011;OLA;Corporativo;1942
30708982608;SOL LINEAS AEREAS;;;219291;04/03/2011;OLA;Corporativo;3907
30708982608;SOL LINEAS AEREAS;;;219658;09/03/2011;OLA;Corporativo;1437,86
30708982608;SOL LINEAS AEREAS;;;219937;09/03/2011;OLA;Corporativo;4327
30708982608;SOL LINEAS AEREAS;;;219652;09/03/2011;OLA;Corporativo;2026
30528967163;CLUB ATLETICO ROSARIO CENTRAL;;;219377;02/03/2011;OLA;Corporativo;1402,31
30528967163;CLUB ATLETICO ROSARIO CENTRAL;;;219401;02/03/2011;OLA;Corporativo;0
30582716052;FLEXIGLASS;;;155150;10/03/2011;OLA;Corporativo;-708,04
30501601213;SUC. DE ALFREDO WILLINER S.A;;;193944;11/03/2011;OLA;Corporativo;0
30615368292;SIDERSA  SA;;;219671;15/03/2011;OLA;Corporativo;831,17
30503348728;PALADINI SA;;;219911;15/03/2011;OLA;Corporativo;1303,6
30642709999;JULERIAQUE S.A;;;219452;15/03/2011;OLA;Corporativo;872,53
30501077131;CAFES LA VIRGINIA S.A.;;;220669;15/03/2011;OLA;Corporativo;576,3
30503348728;PALADINI SA;;;219392;15/03/2011;OLA;Corporativo;739,95
30501077131;CAFES LA VIRGINIA S.A.;;;220681;15/03/2011;OLA;Corporativo;1401,12
30501077131;CAFES LA VIRGINIA S.A.;;;220684;15/03/2011;OLA;Corporativo;361,15
30707085882;DROGUERIA COMARSA SA;;;219931;15/03/2011;OLA;Corporativo;946
20060706744;BOMBONERIA ROYAL;;;219305;15/03/2011;OLA;Corporativo;782,81
30503348728;PALADINI SA;;;219209;15/03/2011;OLA;Corporativo;1124,56
30578587515;MICROPACK;;;220861;15/03/2011;OLA;Corporativo;2054,52
30500979824;VERONICA   SACIAFEI;;;218060;15/03/2011;OLA;Corporativo;390,35
30501077131;CAFES LA VIRGINIA S.A.;;;220118;15/03/2011;OLA;Corporativo;390,88
20060706744;BOMBONERIA ROYAL;;;220769;15/03/2011;OLA;Corporativo;1848,63
30642709999;JULERIAQUE S.A;;;219311;15/03/2011;OLA;Corporativo;361,29
30663290262;INTAGRO S. A.;;;220927;15/03/2011;OLA;Corporativo;578,4
30615374640;LAS TAPERITAS;;;220943;15/03/2011;OLA;Corporativo;880,49
30642709999;JULERIAQUE S.A;;;220892;15/03/2011;OLA;Corporativo;722,35
30615368292;SIDERSA  SA;;;219322;15/03/2011;OLA;Corporativo;1197,62
30708728817;MACO LITORAL SA;;;220572;15/03/2011;OLA;Corporativo;390,35
30639475537;FUNDACION LIBERTAD;;;220627;15/03/2011;OLA;Corporativo;172,87
30707085882;DROGUERIA COMARSA SA;;;221176;15/03/2011;OLA;Corporativo;1471,57
30503348728;PALADINI SA;;;219731;15/03/2011;OLA;Corporativo;1317,88
30501077131;CAFES LA VIRGINIA S.A.;;;220676;15/03/2011;OLA;Corporativo;656,54
30698255141;DROGUERIA ROSFAR;;;220656;15/03/2011;OLA;Corporativo;421,8
30501077131;CAFES LA VIRGINIA S.A.;;;220610;15/03/2011;OLA;Corporativo;217,23
30501077131;CAFES LA VIRGINIA S.A.;;;220611;15/03/2011;OLA;Corporativo;217,23
30501077131;CAFES LA VIRGINIA S.A.;;;220114;15/03/2011;OLA;Corporativo;1156,47
30642709999;JULERIAQUE S.A;;;220550;15/03/2011;OLA;Corporativo;245
30639475537;FUNDACION LIBERTAD;;;219431;15/03/2011;OLA;Corporativo;17840,41
30501077131;CAFES LA VIRGINIA S.A.;;;221358;15/03/2011;OLA;Corporativo;310,22
30522228210;LABORATORIO WIENER;;;221033;15/03/2011;OLA;Corporativo;1411,76
30501077131;CAFES LA VIRGINIA S.A.;;;220642;15/03/2011;OLA;Corporativo;362,5
30642709999;JULERIAQUE S.A;;;219677;15/03/2011;OLA;Corporativo;100
30695379613;FUNDACION INSTITUTO UNIVERSITARIO ITALIANO DE ROSARIO;;;221685;15/03/2011;OLA;Corporativo;860,72
30503348728;PALADINI SA;;;220509;15/03/2011;OLA;Corporativo;515,7
30707473866;CLIBA;;;221592;15/03/2011;OLA;Corporativo;705,88
30503348728;PALADINI SA;;;220887;15/03/2011;OLA;Corporativo;2435,68
30522228210;LABORATORIO WIENER;;;221045;15/03/2011;OLA;Corporativo;705,88
30559079983;RODAMIENTOS SEVERINO SRL;;;218970;15/03/2011;OLA;Corporativo;2813,76
30503348728;PALADINI SA;;;216750;01/03/2011;OLA;Corporativo;721,82
30503348728;PALADINI SA;;;217252;01/03/2011;OLA;Corporativo;420,93
30503348728;PALADINI SA;;;216624;01/03/2011;OLA;Corporativo;51,11
30503348728;PALADINI SA;;;215308;01/03/2011;OLA;Corporativo;573,12
30503348728;PALADINI SA;;;217572;01/03/2011;OLA;Corporativo;516,86
30503348728;PALADINI SA;;;217499;01/03/2011;OLA;Corporativo;1996,91
30503348728;PALADINI SA;;;217110;01/03/2011;OLA;Corporativo;43,31
30503348728;PALADINI SA;;;217311;01/03/2011;OLA;Corporativo;1879,72
30501077131;CAFES LA VIRGINIA S.A.;;;217569;01/03/2011;OLA;Corporativo;721,82
30503348728;PALADINI SA;;;215706;01/03/2011;OLA;Corporativo;1125,56
30503348728;PALADINI SA;;;154783;01/03/2011;OLA;Corporativo;-300
30501077131;CAFES LA VIRGINIA S.A.;;;196603;04/03/2011;OLA;Corporativo;-0,1215
30501077131;CAFES LA VIRGINIA S.A.;;;196603;28/02/2011;OLA;Corporativo;-0,1215
30501077131;CAFES LA VIRGINIA S.A.;;;196603;31/01/2011;OLA;Corporativo;1264,491
30615368292;SIDERSA  SA;;;218743;09/03/2011;OLA;Corporativo;2893,58
30615368292;SIDERSA  SA;;;218093;09/03/2011;OLA;Corporativo;370
20060706744;BOMBONERIA ROYAL;;;218074;09/03/2011;OLA;Corporativo;757,31
30707085882;DROGUERIA COMARSA SA;;;219069;09/03/2011;OLA;Corporativo;399
30501077131;CAFES LA VIRGINIA S.A.;;;219037;09/03/2011;OLA;Corporativo;1256,47
20060706744;BOMBONERIA ROYAL;;;219500;09/03/2011;OLA;Corporativo;176,99
30501077131;CAFES LA VIRGINIA S.A.;;;218475;09/03/2011;OLA;Corporativo;361,25
30625134451;COLEGIO FARMACEUTICOS STA FE 2DA CIRC;;;218899;09/03/2011;OLA;Corporativo;787,01
30707085882;DROGUERIA COMARSA SA;;;218880;09/03/2011;OLA;Corporativo;393,59
30503348728;PALADINI SA;;;219118;09/03/2011;OLA;Corporativo;739,95
30708728817;MACO LITORAL SA;;;218471;09/03/2011;OLA;Corporativo;780,69
30501077131;CAFES LA VIRGINIA S.A.;;;218284;09/03/2011;OLA;Corporativo;502,83
30503348728;PALADINI SA;;;217854;09/03/2011;OLA;Corporativo;2624,04
30501601213;SUC. DE ALFREDO WILLINER S.A;;;218644;09/03/2011;OLA;Corporativo;601,16
30578587515;MICROPACK;;;218808;09/03/2011;OLA;Corporativo;1288,04
30500979824;VERONICA   SACIAFEI;;;218605;09/03/2011;OLA;Corporativo;211,81
30503348728;PALADINI SA;;;217987;09/03/2011;OLA;Corporativo;1464,74
30503348728;PALADINI SA;;;218216;09/03/2011;OLA;Corporativo;1686,62
30501077131;CAFES LA VIRGINIA S.A.;;;218261;09/03/2011;OLA;Corporativo;660,33
30501077131;CAFES LA VIRGINIA S.A.;;;205427;09/03/2011;OLA;Corporativo;-458
30501077131;CAFES LA VIRGINIA S.A.;;;205427;10/01/2011;OLA;Corporativo;1724,76
30503348728;PALADINI SA;;;218044;09/03/2011;OLA;Corporativo;0
30615368292;SIDERSA  SA;;;217374;09/03/2011;OLA;Corporativo;2306,22
30593305437;PUBLICAR;;;219042;09/03/2011;OLA;Corporativo;1892,37
30583783519;TIO TOM SA;;;218767;09/03/2011;OLA;Corporativo;3783,97
30642709999;JULERIAQUE S.A;;;218128;09/03/2011;OLA;Corporativo;6320,7
30639475537;FUNDACION LIBERTAD;;;217212;09/03/2011;OLA;Corporativo;14290,7
30559079983;RODAMIENTOS SEVERINO SRL;;;218108;09/03/2011;OLA;Corporativo;4487,3
30615108363;SAN PACIFICO SRL;;;219813;09/03/2011;OLA;Corporativo;1901,151
30708982608;SOL LINEAS AEREAS;;;217736;09/03/2011;OLA;Corporativo;15159,1
30639475537;FUNDACION LIBERTAD;;;218991;09/03/2011;OLA;Corporativo;6696,32
30503348728;PALADINI SA;;;216995;09/03/2011;OLA;Corporativo;446,55
30695379613;FUNDACION INSTITUTO UNIVERSITARIO ITALIANO DE ROSARIO;;;214491;09/03/2011;OLA;Corporativo;0
30695379613;FUNDACION INSTITUTO UNIVERSITARIO ITALIANO DE ROSARIO;;;214491;14/02/2011;OLA;Corporativo;417,37
30695379613;FUNDACION INSTITUTO UNIVERSITARIO ITALIANO DE ROSARIO;;;214491;28/02/2011;OLA;Corporativo;0
30503348728;PALADINI SA;;;219655;09/03/2011;OLA;Corporativo;257,85
30707772405;GRUPO T y T SA;;;182477;14/03/2011;OLA;Corporativo;12129,062
30707772405;GRUPO T y T SA;;;214798;15/03/2011;OLA;Corporativo;1631,01
30676870403;PAGODA;;;197833;15/03/2011;OLA;Corporativo;27907,05
30707772405;GRUPO T y T SA;;;220084;15/03/2011;OLA;Corporativo;1680,588
30528967163;CLUB ATLETICO ROSARIO CENTRAL;;;219513;02/03/2011;OLA;Corporativo;39849,67
30572968010;ELECTROINGENIERIA S.A.;;;181504;03/03/2011;OLA;Corporativo;0
30544611905;FUNDACION UNIVERSIDAD DE BELGRANO DR AVELINO PORTO;;;186775;03/03/2011;OLA;Corporativo;-0,01
30544611905;FUNDACION UNIVERSIDAD DE BELGRANO DR AVELINO PORTO;;;186775;07/02/2011;OLA;Corporativo;0
30711238200;GRUPO ELING SA;;;209641;10/03/2011;OLA;Corporativo;-635,18
30711238200;GRUPO ELING SA;;;209641;31/01/2011;OLA;Corporativo;635,18
30572968010;ELECTROINGENIERIA S.A.;;;209641;10/03/2011;OLA;Corporativo;635,18
30711238200;GRUPO ELING SA;;;209620;10/03/2011;OLA;Corporativo;-2477,2
30711238200;GRUPO ELING SA;;;209620;31/01/2011;OLA;Corporativo;2477,2
30572968010;ELECTROINGENIERIA S.A.;;;209620;10/03/2011;OLA;Corporativo;2477,2
30711238200;GRUPO ELING SA;;;209622;10/03/2011;OLA;Corporativo;-3050,2
30711238200;GRUPO ELING SA;;;209622;31/01/2011;OLA;Corporativo;3050,2
30572968010;ELECTROINGENIERIA S.A.;;;209622;10/03/2011;OLA;Corporativo;3050,2
30572968010;ELECTROINGENIERIA S.A.;;;158094;10/03/2011;OLA;Corporativo;194,45
30572968010;ELECTROINGENIERIA S.A.;;;158094;14/02/2011;OLA;Corporativo;-1478
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221030;14/03/2011;OLA;Corporativo;5574,6
30572968010;ELECTROINGENIERIA S.A.;;;218292;14/03/2011;OLA;Corporativo;7648,4
30653139507;SECRETARíA GENERAL DE LA GOBER;;;217456;14/03/2011;OLA;Corporativo;-786
30653139507;SECRETARíA GENERAL DE LA GOBER;;;217456;28/02/2011;OLA;Corporativo;966
30653139507;SECRETARíA GENERAL DE LA GOBER;;;217454;14/03/2011;OLA;Corporativo;-786
30653139507;SECRETARíA GENERAL DE LA GOBER;;;217454;28/02/2011;OLA;Corporativo;966
30653139507;SECRETARíA GENERAL DE LA GOBER;;;217446;14/03/2011;OLA;Corporativo;-786
30653139507;SECRETARíA GENERAL DE LA GOBER;;;217446;28/02/2011;OLA;Corporativo;966
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;220776;14/03/2011;OLA;Corporativo;1163,44
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;220752;14/03/2011;OLA;Corporativo;1366,86
30707280618;GESTAMP CORDOBA S.A;;;220215;14/03/2011;OLA;Corporativo;984,3
30710540086;CONSORCIO DE COOPERACIóN;;;218229;14/03/2011;OLA;Corporativo;1081,18
30710540086;CONSORCIO DE COOPERACIóN;;;218229;15/03/2011;OLA;Corporativo;726
30572968010;ELECTROINGENIERIA S.A.;;;216699;14/03/2011;OLA;Corporativo;966,01
30710540086;CONSORCIO DE COOPERACIóN;;;218769;14/03/2011;OLA;Corporativo;932,29
30710540086;CONSORCIO DE COOPERACIóN;;;217318;14/03/2011;OLA;Corporativo;966,11
30572968010;ELECTROINGENIERIA S.A.;;;217025;14/03/2011;OLA;Corporativo;790,86
30572968010;ELECTROINGENIERIA S.A.;;;219821;14/03/2011;OLA;Corporativo;896,7
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;219704;14/03/2011;OLA;Corporativo;809,35
30708526661;BERCLEAN S.A.;;;219786;14/03/2011;OLA;Corporativo;820,5
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;218830;14/03/2011;OLA;Corporativo;1274,86
33700845759;GEANT ARGENTINA SA;;;219994;14/03/2011;OLA;Corporativo;913,65
30710540086;CONSORCIO DE COOPERACIóN;;;218666;14/03/2011;OLA;Corporativo;896,7
30710540086;CONSORCIO DE COOPERACIóN;;;218692;14/03/2011;OLA;Corporativo;525,79
30708526661;BERCLEAN S.A.;;;219569;14/03/2011;OLA;Corporativo;375,18
30708526661;BERCLEAN S.A.;;;219794;14/03/2011;OLA;Corporativo;127,22
30708526661;BERCLEAN S.A.;;;219825;14/03/2011;OLA;Corporativo;191,47
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;220893;14/03/2011;OLA;Corporativo;1254
30566584200;FUNDACION MEDITERRANEA;;;220698;14/03/2011;OLA;Corporativo;1842
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;218962;14/03/2011;OLA;Corporativo;666
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;218741;14/03/2011;OLA;Corporativo;956
30572968010;ELECTROINGENIERIA S.A.;;;217126;14/03/2011;OLA;Corporativo;253,26
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;218671;14/03/2011;OLA;Corporativo;197,64
30572968010;ELECTROINGENIERIA S.A.;;;220736;14/03/2011;OLA;Corporativo;1323,2
30710540086;CONSORCIO DE COOPERACIóN;;;217237;14/03/2011;OLA;Corporativo;926,82
30572968010;ELECTROINGENIERIA S.A.;;;220761;14/03/2011;OLA;Corporativo;1323,2
30572968010;ELECTROINGENIERIA S.A.;;;220614;14/03/2011;OLA;Corporativo;2517,55
30572968010;ELECTROINGENIERIA S.A.;;;221299;14/03/2011;OLA;Corporativo;666,64
30709759457;COREBI S.A;;;217315;14/03/2011;OLA;Corporativo;7,1
30710540086;CONSORCIO DE COOPERACIóN;;;220136;14/03/2011;OLA;Corporativo;105
30711238200;GRUPO ELING SA;;;219974;14/03/2011;OLA;Corporativo;527,96
30710540086;CONSORCIO DE COOPERACIóN;;;217430;14/03/2011;OLA;Corporativo;323,44
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;220660;14/03/2011;OLA;Corporativo;89,63
30572968010;ELECTROINGENIERIA S.A.;;;217730;14/03/2011;OLA;Corporativo;228,69
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;220634;14/03/2011;OLA;Corporativo;1188
30710540086;CONSORCIO DE COOPERACIóN;;;219314;14/03/2011;OLA;Corporativo;522
30572968010;ELECTROINGENIERIA S.A.;;;217248;14/03/2011;OLA;Corporativo;1033,55
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;219695;14/03/2011;OLA;Corporativo;2602
30709759457;COREBI S.A;;;218566;14/03/2011;OLA;Corporativo;658,2
30710540086;CONSORCIO DE COOPERACIóN;;;217419;14/03/2011;OLA;Corporativo;1033,54
30698477411;ALLUS BPO;;;220934;14/03/2011;OLA;Corporativo;478
30698477411;ALLUS BPO;;;219204;14/03/2011;OLA;Corporativo;946
30698477411;ALLUS BPO;;;219206;14/03/2011;OLA;Corporativo;946
30698477411;ALLUS BPO;;;219812;14/03/2011;OLA;Corporativo;946
30709759457;COREBI S.A;;;217714;14/03/2011;OLA;Corporativo;3436,42
30708526661;BERCLEAN S.A.;;;219073;14/03/2011;OLA;Corporativo;2715,27
30711238200;GRUPO ELING SA;;;220831;14/03/2011;OLA;Corporativo;2832,95
30698477411;ALLUS BPO;;;220337;14/03/2011;OLA;Corporativo;2848,77
33662077009;MWM INTERNATIONAL MOTORES S.A.;;;220057;15/03/2011;OLA;Corporativo;2483,2
30572968010;ELECTROINGENIERIA S.A.;;;220500;15/03/2011;OLA;Corporativo;813,76
30572968010;ELECTROINGENIERIA S.A.;;;221103;15/03/2011;OLA;Corporativo;1417,5
30572968010;ELECTROINGENIERIA S.A.;;;221016;15/03/2011;OLA;Corporativo;787,12
30572968010;ELECTROINGENIERIA S.A.;;;220860;15/03/2011;OLA;Corporativo;896,7
30572968010;ELECTROINGENIERIA S.A.;;;220706;15/03/2011;OLA;Corporativo;746,84
30572968010;ELECTROINGENIERIA S.A.;;;220695;15/03/2011;OLA;Corporativo;827,39
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221392;15/03/2011;OLA;Corporativo;2209,65
30711238200;GRUPO ELING SA;;;220366;15/03/2011;OLA;Corporativo;1932,04
30612929455;LIBERTAD S.A;;;220423;15/03/2011;OLA;Corporativo;497,14
30612929455;LIBERTAD S.A;;;220424;15/03/2011;OLA;Corporativo;635,59
30710540086;CONSORCIO DE COOPERACIóN;;;220705;15/03/2011;OLA;Corporativo;676,59
30711344337;VIALNOA SA;;;221285;15/03/2011;OLA;Corporativo;1241,11
30612929455;LIBERTAD S.A;;;220636;15/03/2011;OLA;Corporativo;497,14
30711315515;VIALCO SA CN SAPAG SN UTE;;;220657;15/03/2011;OLA;Corporativo;2613,95
30572968010;ELECTROINGENIERIA S.A.;;;220613;15/03/2011;OLA;Corporativo;1237,64
30612929455;LIBERTAD S.A;;;220544;15/03/2011;OLA;Corporativo;913,65
30711315515;VIALCO SA CN SAPAG SN UTE;;;220483;15/03/2011;OLA;Corporativo;811,63
30612929455;LIBERTAD S.A;;;220531;15/03/2011;OLA;Corporativo;915,55
30612929455;LIBERTAD S.A;;;219982;15/03/2011;OLA;Corporativo;838,22
30612929455;LIBERTAD S.A;;;221053;15/03/2011;OLA;Corporativo;838,22
30612929455;LIBERTAD S.A;;;219999;15/03/2011;OLA;Corporativo;879,28
30612929455;LIBERTAD S.A;;;221040;15/03/2011;OLA;Corporativo;533,95
30612929455;LIBERTAD S.A;;;221055;15/03/2011;OLA;Corporativo;1759,71
30705083149;GESTAMP ARGENTINA S.A;;;221225;15/03/2011;OLA;Corporativo;502,16
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221574;15/03/2011;OLA;Corporativo;884,2
30707505113;STOLLER ARGENTINA SA;;;220056;15/03/2011;OLA;Corporativo;986,83
30572968010;ELECTROINGENIERIA S.A.;;;220128;15/03/2011;OLA;Corporativo;856,42
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;220021;15/03/2011;OLA;Corporativo;914,92
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221239;15/03/2011;OLA;Corporativo;2342,49
30612929455;LIBERTAD S.A;;;219991;15/03/2011;OLA;Corporativo;879,27
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;220046;15/03/2011;OLA;Corporativo;731,39
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;220067;15/03/2011;OLA;Corporativo;957,52
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;220721;15/03/2011;OLA;Corporativo;821,74
30572968010;ELECTROINGENIERIA S.A.;;;217494;15/03/2011;OLA;Corporativo;790,87
30572968010;ELECTROINGENIERIA S.A.;;;217865;15/03/2011;OLA;Corporativo;1501,78
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221158;15/03/2011;OLA;Corporativo;2342,49
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;220018;15/03/2011;OLA;Corporativo;995,19
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;220853;15/03/2011;OLA;Corporativo;847,53
30572968010;ELECTROINGENIERIA S.A.;;;220637;15/03/2011;OLA;Corporativo;1096,81
30612929455;LIBERTAD S.A;;;220060;15/03/2011;OLA;Corporativo;913,65
